Time_s,Coherence,SNR,Frequency_Hz
2487.0,0.9509,1.9018,229.5
2488.0,0.8511,1.7021,229.5
2489.0,0.7098,1.4195,230.5
2490.0,0.6294,1.2588,230.5
2491.0,0.667,1.334,229.0
2492.0,0.5052,1.0105,232.5
2493.0,0.7278,1.4556,227.5
2494.0,0.9179,1.8358,227.5
2495.0,0.9439,1.8878,227.5
2496.0,0.7916,1.5832,231.0
2497.0,0.7001,1.4002,228.0
2498.0,0.8285,1.657,232.5
2499.0,0.9335,1.867,228.5
2500.0,0.8189,1.6378,228.5
2501.0,0.5677,1.1355,232.0
2502.0,0.8715,1.743,231.0
2503.0,0.8921,1.7843,231.0
2504.0,0.9042,1.8083,228.5
2505.0,0.7685,1.5369,231.0
2506.0,0.7161,1.4323,231.5
2507.0,0.7953,1.5905,231.0
2508.0,0.655,1.3101,227.5
2509.0,0.7547,1.5094,228.5
2510.0,0.5475,1.0951,229.0
2511.0,0.7972,1.5944,229.5
2512.0,0.9639,1.9277,231.5
2513.0,0.8375,1.6751,231.0
2514.0,0.4631,0.9262,231.0
2515.0,0.3359,0.6719,231.0
2516.0,0.9617,1.9235,232.0
2517.0,0.5426,1.0851,232.0
2518.0,0.4679,0.9357,232.5
2519.0,0.7109,1.4218,231.5
2520.0,0.6099,1.2197,230.5
2521.0,0.7496,1.4992,230.5
2522.0,0.8706,1.7412,230.5
2523.0,0.7138,1.4275,228.0
2524.0,0.6427,1.2854,232.0
2525.0,0.5175,1.0351,228.5
2526.0,0.8138,1.6277,228.0
2527.0,0.8244,1.6489,227.5
2528.0,0.7052,1.4104,227.5
2529.0,0.8171,1.6342,230.5
2530.0,0.7657,1.5315,232.5
2531.0,0.7377,1.4754,229.0
2532.0,0.8067,1.6133,230.0
2533.0,0.8145,1.6291,231.5
2534.0,0.8299,1.6599,229.0
2535.0,0.7345,1.469,229.5
2536.0,0.5946,1.1891,231.0
2537.0,0.3884,0.7768,232.5
2538.0,0.6197,1.2393,230.0
2539.0,0.8735,1.747,230.0
2540.0,0.6739,1.3479,228.0
2541.0,0.882,1.7639,228.0
2542.0,0.8772,1.7543,228.0
2543.0,0.834,1.668,229.0
2544.0,0.7478,1.4956,228.5
2545.0,0.9561,1.9123,231.0
2546.0,0.8323,1.6647,231.5
2547.0,0.9085,1.8169,231.5
2548.0,0.9215,1.8429,231.0
2549.0,0.7737,1.5473,230.0
2550.0,0.4981,0.9962,231.5
2551.0,0.7024,1.4048,227.5
2552.0,0.8468,1.6936,230.0
2553.0,0.6542,1.3085,231.5
2554.0,0.5723,1.1447,231.5
2555.0,0.471,0.942,229.5
2556.0,0.4636,0.9272,228.5
2557.0,0.7422,1.4844,232.0
2558.0,0.7373,1.4746,230.5
2559.0,0.8593,1.7186,227.5
2560.0,0.8366,1.6732,231.0
2561.0,0.833,1.6661,230.5
2562.0,0.5361,1.0722,230.5
2563.0,0.8734,1.7469,232.5
2564.0,0.6283,1.2566,231.5
2565.0,0.9096,1.8191,229.0
2566.0,0.623,1.2461,231.5
2567.0,0.371,0.742,228.5
2568.0,0.6601,1.3201,228.5
2569.0,0.6618,1.3235,232.0
2570.0,0.8424,1.6848,230.5
2571.0,0.6958,1.3915,230.0
2572.0,0.7084,1.4169,230.0
2573.0,0.6531,1.3062,228.0
2574.0,0.7601,1.5202,228.0
2575.0,0.7947,1.5895,229.0
2576.0,0.6093,1.2186,229.0
2577.0,0.9046,1.8091,231.5
2578.0,0.908,1.816,231.5
2579.0,0.8624,1.7247,230.0
2580.0,0.8214,1.6429,231.0
2581.0,0.8443,1.6886,230.5
2582.0,0.8693,1.7386,227.5
2583.0,0.6938,1.3876,231.0
2584.0,0.8871,1.7742,231.0
2585.0,0.6735,1.347,228.5
2586.0,0.9181,1.8362,231.5
2587.0,0.883,1.766,232.0
2588.0,0.6159,1.2318,228.0
2589.0,0.7683,1.5365,229.0
2590.0,0.913,1.826,232.5
2591.0,0.7358,1.4717,231.0
2592.0,0.8475,1.695,231.0
2593.0,0.6482,1.2964,229.5
2594.0,0.5334,1.0668,229.5
2595.0,0.846,1.6921,228.5
2596.0,0.7678,1.5355,232.5
2597.0,0.684,1.3681,229.5
2598.0,0.7264,1.4529,232.0
2599.0,0.7631,1.5262,232.5
2600.0,0.7763,1.5525,232.5
2601.0,0.8894,1.7787,232.5
2602.0,0.8254,1.6508,229.5
2603.0,0.8307,1.6613,229.5
2604.0,0.6711,1.3422,227.5
2605.0,0.4955,0.9911,230.5
2606.0,0.6762,1.3523,228.5
2607.0,0.9258,1.8515,230.5
2608.0,0.6628,1.3256,232.5
2609.0,0.8588,1.7176,227.5
2610.0,0.7629,1.5258,227.5
2611.0,0.7975,1.5949,228.5
2612.0,0.6778,1.3556,231.5
2613.0,0.6045,1.2089,228.0
2614.0,0.6854,1.3709,228.0
2615.0,0.5996,1.1991,232.0
2616.0,0.6548,1.3096,227.5
2617.0,0.7619,1.5239,232.0
2618.0,0.7852,1.5705,231.0
2619.0,0.6512,1.3025,232.5
2620.0,0.5743,1.1486,227.5
2621.0,0.5271,1.0541,230.5
2622.0,0.8473,1.6947,230.0
2623.0,0.6075,1.2149,228.5
2624.0,0.6316,1.2632,231.5
2625.0,0.6148,1.2295,228.0
2626.0,0.7372,1.4744,228.5
2627.0,0.9204,1.8409,229.5
2628.0,0.8348,1.6696,232.0
2629.0,0.7224,1.4447,231.0
2630.0,0.8454,1.6908,231.0
2631.0,0.941,1.8821,231.0
2632.0,0.8568,1.7137,231.0
2633.0,0.6961,1.3921,230.5
2634.0,0.6285,1.2571,231.5
2635.0,0.92,1.8399,227.5
2636.0,0.6931,1.3863,231.0
2637.0,0.6956,1.3913,231.0
2638.0,0.5443,1.0886,231.0
2639.0,0.7788,1.5576,231.5
2640.0,0.8082,1.6164,230.0
2641.0,0.9338,1.8675,231.0
2642.0,0.9404,1.8809,231.5
2643.0,0.9177,1.8355,231.5
2644.0,0.6502,1.3005,231.5
2645.0,0.7198,1.4395,231.5
2646.0,0.6139,1.2278,231.5
2647.0,0.9318,1.8635,232.0
2648.0,0.4915,0.9831,232.0
2649.0,0.5855,1.1711,232.5
2650.0,0.6349,1.2698,232.5
2651.0,0.8139,1.6278,229.5
2652.0,0.6353,1.2706,228.0
2653.0,0.7463,1.4925,227.5
2654.0,0.6549,1.3099,232.0
2655.0,0.6632,1.3264,228.5
2656.0,0.7747,1.5495,230.0
2657.0,0.9187,1.8373,228.5
2658.0,0.5309,1.0618,228.0
2659.0,0.8488,1.6976,232.5
2660.0,0.9419,1.8838,231.5
2661.0,0.8475,1.695,232.0
2662.0,0.4819,0.9638,230.5
2663.0,0.5482,1.0964,228.0
2664.0,0.8048,1.6096,230.5
2665.0,0.8365,1.673,229.5
2666.0,0.9477,1.8953,229.5
2667.0,0.5532,1.1063,229.0
2668.0,0.8214,1.6429,228.5
2669.0,0.6946,1.3891,228.5
2670.0,0.8002,1.6005,231.0
2671.0,0.8181,1.6362,229.0
2672.0,0.6793,1.3586,229.5
2673.0,0.9676,1.9352,232.5
2674.0,0.9049,1.8099,228.5
2675.0,0.7196,1.4391,229.5
2676.0,0.7026,1.4052,232.5
2677.0,0.7431,1.4861,231.5
2678.0,0.7575,1.515,232.5
2679.0,0.8807,1.7613,231.0
2680.0,0.8825,1.7651,231.0
2681.0,0.8011,1.6021,228.0
2682.0,0.584,1.1679,230.0
2683.0,0.7735,1.547,229.0
2684.0,0.513,1.026,231.5
2685.0,0.9172,1.8344,229.5
2686.0,0.8217,1.6434,227.5
2687.0,0.8154,1.6308,230.5
2688.0,0.9205,1.8409,230.5
2689.0,0.7054,1.4108,231.0
2690.0,0.5166,1.0332,227.5
2691.0,0.5699,1.1399,230.0
2692.0,0.606,1.2121,228.0
2693.0,0.7535,1.5071,227.5
2694.0,0.8932,1.7864,230.0
2695.0,0.9512,1.9024,232.0
2696.0,0.8452,1.6904,232.0
2697.0,0.8484,1.6969,232.0
2698.0,0.953,1.906,230.5
2699.0,0.775,1.5499,230.5
2700.0,0.787,1.5739,230.0
2701.0,0.8303,1.6605,230.5
2702.0,0.8035,1.607,228.0
2703.0,0.5307,1.0615,228.0
2704.0,0.6416,1.2832,232.0
2705.0,0.8169,1.6337,229.0
2706.0,0.9248,1.8495,230.0
2707.0,0.9522,1.9044,229.0
2708.0,0.75,1.5,229.5
2709.0,0.8976,1.7951,229.5
2710.0,0.9519,1.9038,229.5
2711.0,0.9219,1.8438,232.0
2712.0,0.8296,1.6593,229.0
2713.0,0.6629,1.3258,229.0
2714.0,0.7834,1.5668,232.5
2715.0,0.89,1.78,227.5
2716.0,0.815,1.63,232.5
2717.0,0.7343,1.4686,232.5
2718.0,0.8331,1.6661,229.0
2719.0,0.8625,1.725,232.5
2720.0,0.8251,1.6502,232.0
2721.0,0.7593,1.5186,231.5
2722.0,0.8301,1.6601,230.0
2723.0,0.7164,1.4329,228.0
2724.0,0.549,1.098,228.5
2725.0,0.9408,1.8817,231.0
2726.0,0.8871,1.7743,229.5
2727.0,0.6007,1.2013,227.5
2728.0,0.8937,1.7874,230.0
2729.0,0.8108,1.6216,231.5
2730.0,0.8151,1.6303,230.0
2731.0,0.7317,1.4634,231.0
2732.0,0.9343,1.8685,229.5
2733.0,0.9137,1.8274,230.5
2734.0,0.9405,1.881,228.5
2735.0,0.7878,1.5756,232.5
2736.0,0.7048,1.4097,232.5
2737.0,0.5889,1.1779,229.0
2738.0,0.8375,1.6751,230.0
2739.0,0.916,1.832,230.5
2740.0,0.8512,1.7025,230.5
2741.0,0.8376,1.6752,230.0
2742.0,0.9133,1.8266,230.0
2743.0,0.6579,1.3159,232.0
2744.0,0.7485,1.4969,229.5
2745.0,0.6309,1.2618,228.0
2746.0,0.9209,1.8418,229.0
2747.0,0.829,1.658,229.5
2748.0,0.8281,1.6562,227.5
2749.0,0.8346,1.6692,230.0
2750.0,0.8448,1.6896,232.0
2751.0,0.9347,1.8694,232.0
2752.0,0.7944,1.5888,232.0
2753.0,0.825,1.6501,231.5
2754.0,0.7436,1.4873,231.5
2755.0,0.9776,1.9553,231.0
2756.0,0.8776,1.7553,232.5
2757.0,0.9432,1.8865,230.5
2758.0,0.8232,1.6464,230.0
2759.0,0.7986,1.5972,232.0
2760.0,0.7254,1.4508,229.0
2761.0,0.6184,1.2369,230.0
2762.0,0.9195,1.839,232.5
2763.0,0.8494,1.6989,230.0
2764.0,0.7989,1.5979,229.0
2765.0,0.6748,1.3496,228.5
2766.0,0.7764,1.5527,231.0
2767.0,0.8151,1.6301,232.5
2768.0,0.6672,1.3344,231.0
2769.0,0.8548,1.7096,228.5
2770.0,0.4642,0.9284,227.5
2771.0,0.8188,1.6376,230.0
2772.0,0.8827,1.7655,228.0
2773.0,0.7042,1.4084,228.0
2774.0,0.6025,1.2051,228.0
2775.0,0.7516,1.5033,229.0
2776.0,0.8622,1.7244,229.0
2777.0,0.7698,1.5397,231.0
2778.0,0.797,1.594,229.5
2779.0,0.6483,1.2967,229.0
2780.0,0.5813,1.1625,229.5
2781.0,0.6466,1.2932,228.5
2782.0,0.9214,1.8427,228.0
2783.0,0.9391,1.8783,230.5
2784.0,0.8796,1.7593,230.5
2785.0,0.8162,1.6323,228.5
2786.0,0.7756,1.5512,232.5
2787.0,0.7368,1.4735,229.0
2788.0,0.7915,1.583,227.5
2789.0,0.6717,1.3433,228.5
2790.0,0.6049,1.2099,229.0
2791.0,0.8833,1.7665,231.5
2792.0,0.823,1.646,229.0
2793.0,0.7815,1.563,231.0
2794.0,0.9319,1.8639,230.5
2795.0,0.7954,1.5908,227.5
2796.0,0.7235,1.447,227.5
2797.0,0.7317,1.4635,227.5
2798.0,0.7191,1.4381,228.0
2799.0,0.7544,1.5088,228.5
2800.0,0.8018,1.6035,231.0
2801.0,0.7184,1.4368,231.0
2802.0,0.8076,1.6151,231.0
2803.0,0.5258,1.0516,231.5
2804.0,0.4674,0.9348,231.5
2805.0,0.4736,0.9472,230.0
2806.0,0.8673,1.7347,230.0
2807.0,0.5658,1.1317,229.0
2808.0,0.8653,1.7306,232.5
2809.0,0.8624,1.7248,232.5
2810.0,0.8304,1.6608,230.0
2811.0,0.8714,1.7427,230.0
2812.0,0.8025,1.605,230.5
2813.0,0.7232,1.4463,228.0
2814.0,0.7461,1.4922,228.0
2815.0,0.9471,1.8941,228.0
2816.0,0.8994,1.7988,228.0
2817.0,0.9306,1.8612,228.0
2818.0,0.8981,1.7962,231.5
2819.0,0.7847,1.5694,229.5
2820.0,0.948,1.8959,232.0
2821.0,0.8721,1.7442,229.5
2822.0,0.7828,1.5656,230.0
2823.0,0.7075,1.415,230.0
2824.0,0.7086,1.4172,227.5
2825.0,0.7262,1.4525,231.0
2826.0,0.7336,1.4673,228.5
2827.0,0.7663,1.5325,228.5
2828.0,0.8436,1.6873,232.5
2829.0,0.5033,1.0066,232.0
2830.0,0.9358,1.8716,232.0
2831.0,0.3824,0.7649,232.5
2832.0,0.6924,1.3849,227.5
2833.0,0.8407,1.6813,228.0
2834.0,0.6495,1.2991,228.0
2835.0,0.8279,1.6557,230.0
2836.0,0.908,1.816,230.0
2837.0,0.8493,1.6986,232.0
2838.0,0.898,1.796,228.0
2839.0,0.8792,1.7584,230.5
2840.0,0.8394,1.6789,228.5
2841.0,0.4392,0.8785,231.5
2842.0,0.4455,0.8909,231.5
2843.0,0.5315,1.063,229.0
2844.0,0.7566,1.5132,229.5
2845.0,0.8534,1.7067,232.0
2846.0,0.8922,1.7845,232.0
2847.0,0.8444,1.6887,232.0
2848.0,0.8094,1.6188,232.0
2849.0,0.7376,1.4751,231.0
2850.0,0.4929,0.9857,229.0
2851.0,0.7364,1.4728,229.0
2852.0,0.6886,1.3771,231.5
2853.0,0.8361,1.6721,231.5
2854.0,0.6832,1.3664,228.0
2855.0,0.8435,1.6871,228.5
2856.0,0.8634,1.7268,228.5
2857.0,0.7574,1.5148,229.5
2858.0,0.8143,1.6286,230.5
2859.0,0.912,1.824,229.5
2860.0,0.8201,1.6401,229.5
2861.0,0.8897,1.7793,231.0
2862.0,0.7958,1.5917,228.5
2863.0,0.922,1.844,227.5
2864.0,0.9191,1.8383,232.0
2865.0,0.6751,1.3501,228.0
2866.0,0.7433,1.4866,229.5
2867.0,0.3633,0.7266,232.0
2868.0,0.8647,1.7294,228.5
2869.0,0.8087,1.6173,228.5
2870.0,0.7733,1.5466,230.5
2871.0,0.8017,1.6034,230.5
2872.0,0.8505,1.701,229.5
2873.0,0.8519,1.7038,230.5
2874.0,0.7422,1.4844,229.5
2875.0,0.7554,1.5108,229.5
2876.0,0.881,1.762,231.5
2877.0,0.6779,1.3559,231.5
2878.0,0.6238,1.2477,231.5
2879.0,0.666,1.3319,230.5
2880.0,0.594,1.188,230.5
2881.0,0.8486,1.6971,227.5
2882.0,0.7809,1.5619,232.0
2883.0,0.8561,1.7122,231.5
2884.0,0.8568,1.7135,229.0
2885.0,0.7999,1.5997,231.5
2886.0,0.7813,1.5626,227.5
2887.0,0.6932,1.3863,230.5
2888.0,0.6686,1.3373,228.5
2889.0,0.6932,1.3864,231.0
2890.0,0.5054,1.0108,232.5
2891.0,0.6158,1.2315,231.5
2892.0,0.6137,1.2274,229.5
2893.0,0.5566,1.1132,232.0
2894.0,0.8219,1.6438,232.0
2895.0,0.7317,1.4635,228.5
2896.0,0.6183,1.2366,231.5
2897.0,0.5033,1.0067,228.0
2898.0,0.4918,0.9835,232.0
2899.0,0.9146,1.8292,228.5
2900.0,0.8077,1.6153,229.0
2901.0,0.7386,1.4773,229.0
2902.0,0.6651,1.3303,232.0
2903.0,0.6835,1.3671,228.0
2904.0,0.865,1.73,232.0
2905.0,0.6123,1.2246,229.0
2906.0,0.8703,1.7406,227.5
2907.0,0.758,1.516,227.5
2908.0,0.7058,1.4116,227.5
2909.0,0.6633,1.3267,230.5
2910.0,0.5902,1.1804,227.5
2911.0,0.7969,1.5938,227.5
2912.0,0.7785,1.557,227.5
2913.0,0.7306,1.4612,231.5
2914.0,0.6085,1.217,229.0
2915.0,0.8545,1.709,229.0
2916.0,0.7673,1.5346,230.0
2917.0,0.8021,1.6041,231.0
2918.0,0.6228,1.2456,228.0
2919.0,0.7123,1.4247,228.0
2920.0,0.8878,1.7756,229.5
2921.0,0.7869,1.5738,229.5
2922.0,0.8499,1.6997,231.0
2923.0,0.6698,1.3396,230.5
2924.0,0.7458,1.4917,230.5
2925.0,0.8029,1.6057,230.5
2926.0,0.8595,1.7191,229.0
2927.0,0.7967,1.5934,229.0
2928.0,0.7434,1.4868,227.5
2929.0,0.8845,1.7689,230.5
2930.0,0.9787,1.9574,229.5
2931.0,0.7133,1.4265,230.0
2932.0,0.6479,1.2957,227.5
2933.0,0.7489,1.4979,228.0
2934.0,0.8356,1.6713,228.0
2935.0,0.9103,1.8206,231.0
2936.0,0.8625,1.725,231.0
2937.0,0.8949,1.7899,227.5
2938.0,0.8091,1.6182,227.5
2939.0,0.8476,1.6952,232.5
2940.0,0.7248,1.4495,228.5
2941.0,0.493,0.986,230.5
2942.0,0.6296,1.2593,229.5
2943.0,0.9006,1.8013,231.5
2944.0,0.5875,1.1749,230.0
2945.0,0.4839,0.9677,232.5
2946.0,0.971,1.942,230.5
2947.0,0.7593,1.5187,232.5
2948.0,0.7354,1.4708,229.5
2949.0,0.4703,0.9406,227.5
2950.0,0.7876,1.5752,228.5
2951.0,0.5717,1.1434,230.5
2952.0,0.7408,1.4816,230.5
2953.0,0.7784,1.5568,231.5
2954.0,0.7781,1.5561,228.5
2955.0,0.5189,1.0378,230.0
2956.0,0.7457,1.4914,229.5
2957.0,0.6819,1.3637,231.5
2958.0,0.5686,1.1372,229.0
2959.0,0.4849,0.9698,232.0
2960.0,0.7125,1.425,229.5
2961.0,0.8298,1.6596,232.0
2962.0,0.7487,1.4974,227.5
2963.0,0.7743,1.5486,230.0
2964.0,0.7513,1.5026,232.5
2965.0,0.7438,1.4875,232.0
2966.0,0.7939,1.5877,232.0
2967.0,0.8465,1.6929,230.0
2968.0,0.7388,1.4777,229.0
2969.0,0.836,1.6721,229.5
2970.0,0.8193,1.6386,230.0
2971.0,0.8105,1.6209,228.0
2972.0,0.7135,1.427,229.0
2973.0,0.7619,1.5238,229.0
2974.0,0.6073,1.2146,229.0
2975.0,0.7011,1.4023,230.5
2976.0,0.8009,1.6019,230.5
2977.0,0.679,1.358,228.5
2978.0,0.9155,1.831,229.5
2979.0,0.8672,1.7345,228.5
2980.0,0.8924,1.7848,227.5
2981.0,0.6087,1.2175,227.5
2982.0,0.8091,1.6181,227.5
2983.0,0.9335,1.867,227.5
2984.0,0.8957,1.7914,231.0
2985.0,0.6914,1.3828,229.0
2986.0,0.8052,1.6104,229.0
2987.0,0.8679,1.7357,231.0
2988.0,0.5798,1.1597,230.5
2989.0,0.6088,1.2175,229.0
2990.0,0.9833,1.9666,229.0
2991.0,0.5636,1.1271,228.5
2992.0,0.6559,1.3117,232.5
2993.0,0.9727,1.9453,231.0
2994.0,0.9311,1.8623,230.5
2995.0,0.6056,1.2112,232.0
2996.0,0.8695,1.739,230.0
2997.0,0.803,1.6061,228.0
2998.0,0.5644,1.1289,232.0
2999.0,0.5363,1.0725,231.5
3000.0,0.7054,1.4108,230.5
3001.0,0.7442,1.4885,231.0
3002.0,0.759,1.518,228.5
3003.0,0.8112,1.6224,228.5
3004.0,0.7172,1.4345,231.5
3005.0,0.8008,1.6016,230.5
3006.0,0.4564,0.9129,232.0
3007.0,0.7633,1.5265,232.5
3008.0,0.6645,1.329,230.5
3009.0,0.7163,1.4325,229.5
3010.0,0.4662,0.9323,232.0
3011.0,0.8363,1.6726,229.0
3012.0,0.7748,1.5496,228.5
3013.0,0.5216,1.0432,231.0
3014.0,0.8557,1.7113,228.0
3015.0,0.5415,1.0831,232.5
3016.0,0.6683,1.3366,232.0
3017.0,0.8432,1.6864,228.0
3018.0,0.5157,1.0314,230.0
3019.0,0.6829,1.3657,230.0
3020.0,0.9684,1.9369,228.5
3021.0,0.9081,1.8163,228.5
3022.0,0.889,1.7779,228.5
3023.0,0.6048,1.2097,232.5
3024.0,0.623,1.246,228.0
3025.0,0.7109,1.4219,228.0
3026.0,0.7826,1.5652,230.0
3027.0,0.7325,1.465,232.0
3028.0,0.8255,1.6509,229.0
3029.0,0.6428,1.2856,230.5
3030.0,0.7192,1.4384,230.5
3031.0,0.6512,1.3024,229.5
3032.0,0.8303,1.6606,229.5
3033.0,0.7502,1.5004,229.5
3034.0,0.8039,1.6078,231.0
3035.0,0.7739,1.5478,227.5
3036.0,0.7696,1.5391,228.0
3037.0,0.8518,1.7035,227.5
3038.0,0.7718,1.5436,232.0
3039.0,0.9601,1.9201,231.5
3040.0,0.9185,1.8369,229.5
3041.0,0.6523,1.3046,232.5
3042.0,0.7854,1.5708,230.0
3043.0,0.7145,1.429,230.0
3044.0,0.3681,0.7362,228.0
3045.0,0.4734,0.9468,230.5
3046.0,0.7169,1.4338,228.0
3047.0,0.95,1.9,232.0
3048.0,0.8583,1.7166,229.5
3049.0,0.9158,1.8315,228.5
3050.0,0.7429,1.4858,229.0
3051.0,0.6953,1.3906,229.0
3052.0,0.7102,1.4203,228.5
3053.0,0.6759,1.3518,230.0
3054.0,0.3819,0.7638,230.0
3055.0,0.604,1.2081,232.5
3056.0,0.6342,1.2685,231.5
3057.0,0.8528,1.7055,232.5
3058.0,0.3433,0.6865,228.0
3059.0,0.9253,1.8505,231.0
3060.0,0.8854,1.7709,232.0
3061.0,0.8709,1.7418,232.0
3062.0,0.5925,1.185,232.0
3063.0,0.9623,1.9245,231.0
3064.0,0.9465,1.8931,231.0
3065.0,0.7884,1.5769,227.5
3066.0,0.544,1.0881,228.0
3067.0,0.8316,1.6632,228.5
3068.0,0.8715,1.7429,227.5
3069.0,0.4541,0.9082,232.5
3070.0,0.5084,1.0168,232.5
3071.0,0.7115,1.423,228.5
3072.0,0.8147,1.6293,229.5
3073.0,0.8104,1.6208,229.5
3074.0,0.9108,1.8215,227.5
3075.0,0.8237,1.6475,228.0
3076.0,0.8967,1.7934,231.0
3077.0,0.6051,1.2103,230.5
3078.0,0.7954,1.5907,231.0
3079.0,0.842,1.6839,231.0
3080.0,0.504,1.0079,230.5
3081.0,0.838,1.6759,229.5
3082.0,0.5989,1.1978,231.5
3083.0,0.7883,1.5767,231.5
3084.0,0.7955,1.5909,231.5
3085.0,0.8852,1.7704,229.0
3086.0,0.8964,1.7928,229.5
3087.0,0.7245,1.449,232.5
3088.0,0.8718,1.7436,232.5
3089.0,0.7719,1.5437,232.0
3090.0,0.6199,1.2398,231.0
3091.0,0.7998,1.5996,231.0
3092.0,0.9814,1.9628,231.0
3093.0,0.7652,1.5304,228.0
3094.0,0.6964,1.3928,231.5
3095.0,0.888,1.7761,231.5
3096.0,0.7238,1.4476,229.0
3097.0,0.3222,0.6444,231.0
3098.0,0.5333,1.0666,230.5
